Violation ID,Timestamp,Location,Violation Type,Vehicle Type,Severity
VIO-001334,2025-10-11 04:55:47,"-27.5512,117.7082",No Signal,Motorcycle,1
VIO-001335,2025-08-25 18:44:46,"17.7502,161.9214",Illegal Turn,Bus,2
VIO-001336,2024-11-15 20:08:12,"-62.1610,179.2749",Illegal Turn,Van,2
VIO-001337,2025-08-30 15:49:54,"-48.3159,-74.3934",Illegal Parking,Bus,1
VIO-001338,2024-12-06 07:38:26,"67.0701,-118.2469",Speeding,Truck,1
VIO-001339,2025-10-01 16:04:29,"89.4422,33.3615",Speeding,Bus,2
VIO-001340,2024-11-30 02:47:23,,Speeding,Bus,1
VIO-001341,2024-12-08 04:44:11,"-67.2126,57.7525",No Signal,Motorcycle,4
VIO-001342,2025-08-26 09:56:09,"47.7306,88.9162",No Signal,Truck,2
VIO-001343,2025-04-28 20:21:07,"70.8688,-78.3737",No Signal,Van,3
VIO-001344,2025-06-09 11:28:46,"62.7458,-129.4019",Red Light,Sedan,2
VIO-001345,2025-08-15 05:13:51,"19.7841,-158.8061",No Signal,Van,3
VIO-001346,2025-01-15 17:24:00,"13.0576,-163.8625",red light,Truck,3
VIO-001347,2025-02-08 07:40:18,"-48.2213,-115.9504",Speeding,Motorcycle,4
VIO-001348,2025-04-06 11:54:08,"-68.7604,-45.7162",Red Light,Motorcycle,1
VIO-001349,2025-04-13 19:10:00,"-61.5484,71.1786",Illegal Parking,Bus,1
VIO-001350,2025-09-24 02:54:38,"80.4301,-33.8486",Illegal Parking,Bus,1
VIO-001351,2025-01-22 03:43:19,"66.5091,-125.9249",No Signal,Van,1
VIO-001352,2025-09-30 06:49:41,"77.9904,-143.4719",Illegal Turn,Sedan,5
VIO-001353,2024-11-14 00:32:15,"-55.5545,-68.2152",No Signal,Bus,1
VIO-001354,2026-Oct-30 11:00:00,"-56.6557,-94.4289",Illegal Parking,Van,4
VIO-001355,2025-07-20 02:48:37,"-11.6683,-148.8446",Speeding,Bus,5
VIO-001356,2026-Oct-30 11:00:00,"-0.3022,42.9048",Speeding,Bus,1
VIO-001357,2024-12-31 23:06:25,"-31.1016,129.4173",No Signal,Motorcycle,1
VIO-001358,2025-08-27 05:14:52,"76.9378,65.9653",Speeding,Sedan,3
VIO-001359,2026-Oct-30 11:00:00,"67.2560,7.0082",Speeding,Truck,5
VIO-001360,2025-08-03 16:23:00,"-39.3291,92.4631",Red Light,Bus,1
VIO-001361,2025-08-01 05:09:08,"-86.1089,-4.2265",No Signal,Sedan,4
VIO-001362,2025-03-10 03:24:18,"-47.4284,144.4424",No Signal,Truck,3
VIO-001363,2025-07-17 10:24:50,"86.7292,20.7176",Red Light,Sedan,2
VIO-001364,2024-12-18 19:31:48,"59.7520,-144.2122",Red Light,Motorcycle,2
VIO-001365,2025-02-26 00:29:33,"19.8660,92.1925",Speeding,Sedan,4
VIO-001366,2024-12-18 23:37:23,"-22.7024,-118.7174",Illegal Turn,Motorcycle,3
VIO-001367,2024_12_23 02:01:24,,No Signal,Bus,4
VIO-001368,N/A,,Red Light,Motorcycle,4
VIO-001369,2025-06-29 15:42:54,"62.2078,29.5207",no signal,Van,3
VIO-001370,2025_02_11 22:09:21,"33.3872,-65.5512",Illegal Parking,Sedan,2
VIO-001371,2025-09-07 04:18:07,"-66.5717,61.5718",Illegal Parking,Sedan,1
VIO-001372,2025-07-05 07:12:29,"-30.5974,59.8881",Illegal Parking,Sedan,3
VIO-001373,2025-11-09 00:45:09,"7.1272,-46.4750",Speeding,Van,5
VIO-001374,2024-12-26 11:54:51,"-51.0016,18.3306",Illegal Parking,Truck,2
VIO-001375,2025-06-01 17:58:17,"49.6506,40.6125",Illegal Parking,Motorcycle,1
VIO-001376,2025-02-25 01:41:15,"30.0765,-86.4030",Illegal Turn,Bus,3
VIO-001377,2025-07-30 04:01:43,"84.5259,103.9900",Illegal Turn,Sedan,5
VIO-001378,2024-12-28 13:58:34,"-25.2298,-87.7573",No Signal,Truck,4
VIO-001379,2025-01-16 02:23:10,"68.3789,-11.7719",Illegal Turn,Motorcycle,HIGH
VIO-001380,2025_07_20 14:57:27,"50.2296,61.0305",Illegal Parking,Sedan,HIGH
VIO-001381,2025-07-28 15:44:58,"-42.3986,-15.0371",Speeding,Bus,5
VIO-001382,2025-09-28 19:02:58,"-77.6522,53.2001",Illegal Turn,Bus,5
VIO-001383,2024-12-26 19:59:06,"66.3338,-101.6590",speeding,Truck,
VIO-001384,2025-03-14 17:46:56,"-17.8451,-126.6675",Illegal Parking,Truck,3
VIO-001385,2024-11-29 01:13:54,,Speeding,Bus,4
VIO-001386,2024-11-20 05:42:42,"26.4587,-131.1070",Red Light,Sedan,1
VIO-001387,2025-07-18 15:42:16,"33.9913,-158.5676",Speeding,Bus,4
VIO-001388,2025-06-28 20:44:37,,Speeding,Sedan,1
VIO-001389,2025-02-24 17:39:58,"-21.8478,47.5977",Speeding,Bus,1
VIO-001390,2025-02-11 23:35:46,"-35.0759,61.1660",Illegal Parking,Truck,5
VIO-001391,2025-07-16 20:59:26,"-57.8762,-165.4399",Speeding,Truck,4
VIO-001392,2026-Oct-30 11:00:00,"35.6324,136.2351",Red Light,Truck,2
VIO-001393,2025-07-25 05:15:34,"83.5817,8.1624",Illegal Turn,Bus,3
VIO-001394,2025-02-18 04:56:03,"-27.3664,3.6411",No Signal,Van,2
VIO-001395,2025-03-16 05:19:40,"-1.9057,122.5907",Speeding,Truck,4
VIO-001396,2025-02-19 13:37:41,"-0.8554,163.6091",No Signal,Motorcycle,3
VIO-001397,2025-06-03 13:02:03,"-31.3315,10.1460",Speeding,Van,5
VIO-001398,2025-03-26 19:06:12,"61.0851,133.5467",Speeding,Sedan,2
VIO-001399,2025-04-25 09:44:28,"-18.3965,30.5582",Illegal Turn,Truck,
VIO-001400,2025-02-05 03:23:57,"-1.7510,-59.0250",Speeding,Motorcycle,3
VIO-001401,2025-03-02 03:14:21,"-7.5618,3.8946",Red Light,Bus,1
VIO-001402,2024-12-05 04:24:52,"89.5176,-55.7884",Speeding,Motorcycle,1
VIO-001403,2025-02-23 16:02:57,"1.3652,5.4585",Red Light,Bus,2
VIO-001404,2025-01-22 22:49:03,"9.4708,105.4104",Speeding,Truck,4
VIO-001405,2026-Oct-30 11:00:00,"82.4231,-169.4763",No Signal,Sedan,2
VIO-001406,2025-05-09 08:27:41,"87.7430,78.7327",No Signal,Motorcycle,4
VIO-001407,2024-12-24 14:41:26,"-20.6268,11.5428",Illegal Parking,Sedan,5
VIO-001408,2024-11-23 05:49:26,"70.0574,-118.7365",Speeding,Sedan,1
VIO-001409,2025-02-14 20:03:41,"-66.4817,48.1938",Red Light,Bus,
VIO-001410,2025-04-03 00:46:15,"-36.6738,-121.5075",No Signal,Sedan,
VIO-001411,2025_03_27 17:21:36,"-41.7542,-156.3527",Illegal Parking,Van,2
VIO-001412,2025-08-14 09:37:49,"77.8988,-65.6436",No Signal,Motorcycle,3
VIO-001413,2025-06-24 12:24:08,"48.9752,84.5364",Red Light,Motorcycle,
VIO-001414,2025_10_04 16:18:49,"-87.1289,139.7926",No Signal,Truck,5
VIO-001415,2025-05-25 15:16:13,"84.6382,132.9899",Illegal Turn,Motorcycle,1
VIO-001416,2025-02-25 09:58:16,"-4.0701,-87.0639",Speeding,Sedan,2
VIO-001417,2025-10-15 14:34:21,"-11.5305,-47.4466",illegal turn,Van,5
VIO-001418,2025-03-30 04:13:34,"-13.5126,-146.8993",Speeding,Sedan,5
VIO-001419,2025-02-18 13:24:03,"-17.0942,49.0742",Illegal Turn,Sedan,3
VIO-001420,2025-09-02 14:08:39,"-48.5291,128.6180",Red Light,Bus,
VIO-001421,2025-01-31 20:26:14,"88.1487,86.4054",Illegal Turn,Van,
VIO-001422,2025-08-11 09:40:02,"57.6784,132.2756",Illegal Parking,Bus,4
VIO-001423,2025-03-24 05:08:49,"-53.2274,21.8672",Speeding,Sedan,4
VIO-001424,2025-06-18 21:09:34,"41.5335,81.0235",Speeding,Bus,1
VIO-001425,2025-07-17 04:38:14,"30.0664,121.7239",Red Light,Truck,5
VIO-001426,2025-08-22 14:15:16,"70.9596,-75.9696",Illegal Turn,Sedan,3
VIO-001427,2025_07_03 15:19:56,,Speeding,Bus,2
VIO-001428,2025-07-06 20:40:55,"4.0123,179.7695",Illegal Parking,Truck,1
VIO-001429,2025-02-21 13:11:57,"-68.2713,-128.3031",Illegal Parking,Truck,3
VIO-001430,2025-09-26 19:39:47,,No Signal,Van,3
VIO-001431,2025-09-17 06:56:54,"62.3975,-49.1536",Red Light,Sedan,5
VIO-001432,2025-05-18 10:10:39,"7.6070,-82.3320",Red Light,Van,
VIO-001433,2025_04_02 04:22:44,"13.5255,29.7137",Illegal Turn,Motorcycle,5
VIO-001434,2025-01-20 16:19:03,"46.5440,-136.4713",no signal,Sedan,5
VIO-001435,2024-11-27 11:44:26,"-37.5168,-42.4041",No Signal,Van,3
VIO-001436,2025-05-10 12:31:18,"65.1563,19.5267",Illegal Parking,Motorcycle,2
VIO-001437,2025-04-13 06:12:25,"-46.3009,-175.8703",Illegal Parking,Van,2
VIO-001438,2025-11-09 20:19:06,"72.9503,12.2905",Illegal Turn,Sedan,3
VIO-001439,2025-03-02 00:59:49,"29.8123,71.8482",Red Light,Truck,1
VIO-001440,2025-05-17 15:18:47,"54.1343,-44.1067",Illegal Parking,Bus,5
VIO-001441,2025-03-22 17:06:49,"-27.5670,76.1929",No Signal,Van,1
VIO-001442,2025-04-11 11:56:31,"-70.0471,171.0190",No Signal,Truck,1
VIO-001443,2025-01-08 14:28:24,"77.2621,179.8725",No Signal,Van,4
VIO-001444,2024-12-05 17:26:08,"-85.8532,-156.2742",No Signal,Van,3
VIO-001445,2024-11-17 20:15:45,"-3.1294,-166.0839",Speeding,Truck,5
VIO-001446,2025-10-25 08:24:27,"-25.4885,-128.9282",No Signal,Van,
VIO-001447,2025-09-07 04:57:19,"45.1763,-4.5915",Illegal Parking,Van,4
VIO-001448,2025-03-30 11:32:59,"-7.2979,-28.4525",Illegal Parking,Van,3
VIO-001449,2024/21/11 12:39:35,"-82.9691,-112.0945",Illegal Turn,Truck,2
VIO-001450,2025-11-02 19:23:28,"-30.2064,-166.0356",Red Light,Sedan,5
VIO-001451,2025/15/07 16:27:03,"28.3779,-96.9239",No Signal,Sedan,1
VIO-001452,2025-07-20 19:11:36,"31.7764,-3.3981",No Signal,Motorcycle,4
VIO-001453,2025-08-01 22:25:46,"-25.3055,-84.9068",Speeding,Truck,5
VIO-001454,2025-02-02 09:53:24,,Red Light,Sedan,2
VIO-001455,2024-11-14 12:38:03,"9.3863,76.7657",Illegal Parking,Motorcycle,4
VIO-001456,2025-04-08 02:57:27,"46.5499,-30.9034",Illegal Turn,Van,2
VIO-001457,2024-12-10 11:07:35,"63.6307,24.9895",Red Light,Bus,5
VIO-001458,2025-01-12 08:37:46,"-53.9334,179.6266",Speeding,Motorcycle,4
VIO-001459,2025-04-11 23:45:44,"82.9049,18.6624",No Signal,Bus,4
VIO-001460,2025-02-27 10:18:09,"84.2320,93.2854",Speeding,Van,4
VIO-001461,2025-07-19 15:22:48,"-87.4837,149.0052",Red Light,Motorcycle,2
VIO-001462,2025-06-22 06:59:02,"23.6470,29.8699",Illegal Parking,Truck,1
VIO-001463,2025-11-02 15:15:05,"-62.4016,-176.5474",Red Light,Sedan,4
VIO-001464,2025-08-15 18:47:14,"-24.8344,14.8451",Red Light,Van,3
VIO-001465,2025-08-27 03:57:48,"60.3965,-135.7845",No Signal,Van,2
VIO-001466,2025-03-22 08:51:04,"-78.1130,139.6434",Illegal Parking,Motorcycle,5
VIO-001467,2024-12-29 09:13:24,"-36.7506,-77.7601",Illegal Turn,Bus,3
VIO-001468,2024-11-20 01:56:20,"-31.5893,36.5056",No Signal,Bus,3
VIO-001469,2025-10-24 14:35:51,"80.1336,-54.0783",Speeding,Bus,1
VIO-001470,2025-04-12 00:50:26,"-12.9366,64.4973",Illegal Parking,Bus,5
VIO-001471,2025-10-04 12:36:49,"-57.3002,61.9611",illegal turn,Truck,1
VIO-001472,2025-08-24 20:14:40,"-36.3509,23.6849",Speeding,Bus,5
VIO-001473,2025-09-26 08:39:45,"31.5760,-40.0088",Illegal Parking,Sedan,
VIO-001474,2025-06-28 19:55:02,"-55.4744,-39.2815",Red Light,Sedan,5
VIO-001475,2025-04-25 12:41:34,"-22.7987,-57.2806",Illegal Parking,Sedan,3
VIO-001476,2026-Oct-30 11:00:00,"-29.2923,86.5474",Illegal Parking,Bus,5
VIO-001477,2025-04-16 14:41:19,"15.3162,-95.3860",Speeding,Motorcycle,5
VIO-001478,2025-10-06 18:01:31,"41.2690,-115.7330",No Signal,Sedan,3
VIO-001479,2025-02-20 03:14:19,"-8.5385,109.1963",No Signal,Van,2
VIO-001480,2025-05-15 12:19:23,"-79.7441,-70.4614",speeding,Truck,5
VIO-001481,2025-06-07 23:43:57,"-60.6258,80.8870",Illegal Parking,Van,1
VIO-001482,2026-Oct-30 11:00:00,"81.3706,106.9927",Speeding,Bus,1
VIO-001483,2025-09-15 15:03:31,"26.1340,37.5321",Speeding,Sedan,1
VIO-001484,2025-02-28 21:45:32,"-35.3412,28.4241",Illegal Turn,Truck,LOW
VIO-001485,2025-05-24 13:56:08,"41.9044,129.6524",Red Light,Van,5
VIO-001486,2025-10-31 04:03:25,"-40.4086,-15.8766",Illegal Parking,Truck,4
VIO-001487,2025-02-03 22:30:45,"-85.9683,108.6334",Illegal Parking,Bus,4
VIO-001488,2025-04-18 10:21:26,,Red Light,Truck,3
VIO-001489,2025-04-17 01:24:42,"24.7808,122.6701",Red Light,Bus,2
VIO-001490,2025_08_28 21:22:25,"70.9061,-142.3136",Illegal Parking,Bus,3
VIO-001491,2025-10-03 21:30:12,,Illegal Parking,Truck,HIGH
VIO-001492,2025-06-07 23:32:05,"63.9142,102.4368",Illegal Parking,Bus,1
VIO-001493,2025-05-02 14:34:11,"-65.0334,169.7291",Illegal Turn,Truck,5
VIO-001494,2025-08-15 16:44:43,"-43.6848,-130.5078",No Signal,Van,3
VIO-001495,2025-03-09 10:17:55,"-53.4403,-43.4392",No Signal,Truck,1
VIO-001496,2025-11-01 01:15:32,"18.5588,-120.3438",Speeding,Motorcycle,1
VIO-001497,2025-07-15 05:42:51,"25.9125,157.0138",Speeding,Truck,5
VIO-001498,2024-12-25 16:01:46,"-66.4060,-69.4061",Red Light,Motorcycle,
VIO-001499,2026-Oct-30 11:00:00,"-85.5594,127.2570",Speeding,Motorcycle,5
VIO-001500,2025-01-07 12:05:43,"15.5671,7.9129",Red Light,Sedan,5
VIO-001501,2026-Oct-30 11:00:00,"46.7256,-128.8885",Speeding,Sedan,2
VIO-001502,2025/17/02 08:07:26,"10.2648,122.5639",Speeding,Bus,5
VIO-001503,2025-04-29 07:02:23,"-61.4037,143.1361",Speeding,Motorcycle,4
VIO-001504,2025-04-30 04:30:28,"54.8675,-65.2550",Illegal Parking,Van,5
VIO-001505,2025-03-08 15:16:43,"3.2778,176.4739",Red Light,Sedan,4
VIO-001506,2025-07-28 14:00:21,"25.9865,53.4793",Speeding,Bus,3
VIO-001507,2025-05-06 03:09:24,"56.5379,-142.9262",No Signal,Motorcycle,1
VIO-001508,10/25/25 08:18,"49.1403,89.3168",No Signal,Motorcycle,4
VIO-001509,2025-10-13 00:39:51,"-85.4274,43.8308",No Signal,Bus,1
VIO-001510,2025-05-29 21:32:45,"7.1711,-147.9524",Illegal Parking,Truck,4
VIO-001511,2026-Oct-30 11:00:00,"12.7803,12.0171",No Signal,Sedan,3
VIO-001512,2025/13/10 22:53:45,"-52.3400,133.8873",No Signal,Motorcycle,1
VIO-001513,2025-04-26 14:02:36,"74.5305,154.6429",Illegal Parking,Bus,1
VIO-001514,2025-08-04 22:26:51,"80.1081,4.2844",Illegal Turn,Motorcycle,1
VIO-001515,2025-08-06 03:14:35,"-2.2223,-119.5383",Red Light,Van,4
VIO-001516,2025-05-09 05:10:13,"81.5743,31.7344",No Signal,Van,1
VIO-001517,2025-02-19 14:56:14,"-52.0040,-53.0182",Illegal Parking,Truck,3
VIO-001518,2024-12-18 10:01:44,"88.0967,5.8000",No Signal,Truck,2
VIO-001519,2025-02-02 20:56:02,"85.7397,-22.6980",Speeding,Truck,2
VIO-001520,2024-12-17 00:39:55,"-71.9331,69.1821",Illegal Turn,Van,1
VIO-001521,2025-04-02 03:16:48,"80.9098,-115.0683",Speeding,Motorcycle,3
VIO-001522,2025-08-22 13:36:05,,Red Light,Truck,2
VIO-001523,2025-05-07 15:33:53,"38.6204,-35.3103",Speeding,Van,4
VIO-001524,2024-11-17 00:46:46,"47.8561,25.4197",No Signal,Sedan,5
VIO-001525,2024-12-22 06:08:29,"-37.5605,-20.3394",Red Light,Van,HIGH
VIO-001526,2025-11-05 13:29:51,,Speeding,Bus,2
VIO-001527,2025-05-19 10:00:12,"-81.3054,71.6090",no signal,Bus,3
VIO-001528,2025-10-25 22:05:00,"54.6061,10.9027",Illegal Turn,Bus,4
VIO-001529,2025-05-29 11:50:53,"-79.4019,-102.5164",Illegal Turn,Sedan,LOW
VIO-001530,2025-01-27 15:44:25,"-32.4607,129.2137",Speeding,Sedan,3
VIO-001531,2025-04-24 09:22:14,"-1.3074,78.7417",Red Light,Motorcycle,3
VIO-001532,2024-11-14 05:24:33,"-43.3918,-133.1649",Speeding,Bus,4
VIO-001533,2025-06-14 15:06:00,"-38.4724,8.4264",Red Light,Sedan,
VIO-001534,2025-10-27 10:52:40,"45.7761,110.3147",Illegal Turn,Sedan,5
VIO-001535,2025-03-15 03:47:56,"-59.3236,-160.3061",Speeding,Bus,5
VIO-001536,2025-01-30 14:43:54,"-27.3016,-153.3752",Red Light,Bus,2
VIO-001537,2024-11-26 22:13:06,"-63.1396,-20.9441",Speeding,Sedan,
VIO-001538,2025-05-26 19:16:00,"-61.7654,35.4113",no signal,Motorcycle,2
VIO-001539,2025-01-28 05:10:32,"-44.9562,-133.1937",No Signal,Truck,5
VIO-001540,2025-06-08 05:26:24,"-23.1459,146.8119",Illegal Parking,Bus,1
VIO-001541,2026-Oct-30 11:00:00,"-19.5570,125.2177",No Signal,Bus,5
VIO-001542,2025-03-26 02:07:05,"73.1891,-90.1999",Speeding,Sedan,3
VIO-001543,2025-07-19 18:45:04,"-12.0981,-46.7382",No Signal,Bus,4
VIO-001544,2024-11-13 11:10:05,"14.9884,88.0794",Red Light,Sedan,1
VIO-001545,2024-11-26 03:27:48,"-47.0413,79.5991",Illegal Parking,Truck,1
VIO-001546,2025-05-07 23:55:43,"-65.7315,165.3993",No Signal,Sedan,1
VIO-001547,2025-04-12 22:56:25,"27.3281,-170.2573",Illegal Parking,Motorcycle,4
VIO-001548,2025-01-21 09:26:17,"89.4165,163.2860",Speeding,Truck,1
VIO-001549,05/03/25 02:08,"-69.0718,27.1703",Illegal Turn,Truck,2
VIO-001550,2024-11-23 04:34:23,"30.5944,59.7261",Illegal Turn,Truck,2
VIO-001551,2024-12-22 05:38:48,"60.7853,-128.1541",Illegal Parking,Bus,2
VIO-001552,2025-03-04 04:18:38,"-82.6519,-141.9861",No Signal,Truck,4
VIO-001553,2025-01-08 01:47:43,"62.0496,50.4488",Illegal Turn,Motorcycle,4
VIO-001554,2025/01/04 13:58:16,"19.2627,85.1398",Red Light,Bus,3
VIO-001555,2025-02-27 12:27:26,,Speeding,Truck,3
VIO-001556,2024-11-18 16:00:02,"-61.6468,-142.9752",Illegal Turn,Van,5
VIO-001557,2025-03-06 15:24:57,"-74.2316,-64.7546",No Signal,Bus,4
VIO-001558,2025-07-20 11:38:51,"-20.1723,162.0091",Illegal Parking,Truck,4
VIO-001559,2024-12-16 00:01:30,"12.3398,-156.6503",illegal parking,Truck,2
VIO-001560,2025-11-05 03:14:59,"49.3989,-164.6059",Illegal Turn,Motorcycle,1
VIO-001561,2025-03-11 11:33:14,"55.2618,-168.4417",Illegal Parking,Sedan,5
VIO-001562,2025-10-29 02:34:11,"-62.8356,-109.5452",No Signal,Bus,1
VIO-001563,2024-11-13 00:55:18,"4.4123,-38.2716",Illegal Turn,Sedan,5
VIO-001564,2025-09-20 08:30:27,"50.4624,129.4914",Speeding,Bus,4
VIO-001565,2024-11-14 18:30:45,"86.1453,8.5043",Speeding,Bus,1
VIO-001566,2025-02-20 23:56:34,"29.6555,64.6611",Illegal Turn,Sedan,2
VIO-001567,2025/16/03 16:39:52,"24.5990,117.8941",Illegal Parking,Bus,4
VIO-001568,2025-04-27 15:08:48,"20.7351,64.9125",Illegal Parking,Motorcycle,1
VIO-001569,2024-12-09 22:14:49,"72.1913,122.5811",Red Light,Bus,4
VIO-001570,2025-06-28 05:06:36,"61.0105,-111.8370",No Signal,Motorcycle,4
VIO-001571,2025-02-05 06:28:45,"-40.0024,-60.7923",Illegal Parking,Sedan,4
VIO-001572,2025-09-17 11:47:04,"-38.5457,1.2377",Red Light,Sedan,3
VIO-001573,2025-05-13 22:16:27,"28.0607,98.3271",Red Light,Bus,4
VIO-001574,2025-09-19 20:58:31,"30.0803,149.0527",Speeding,Truck,2
VIO-001575,2026-Oct-30 11:00:00,"24.8528,-15.2283",Red Light,Motorcycle,5
VIO-001576,2025-11-12 13:06:25,"-87.6395,-38.4396",No Signal,Van,1
VIO-001577,2025-04-28 19:45:43,"-76.9302,-103.8062",Red Light,Van,4
VIO-001578,2025-05-27 20:17:59,"58.7007,173.2393",Illegal Parking,Sedan,3
VIO-001579,2025-11-09 18:28:57,"13.9566,-90.7890",Illegal Parking,Motorcycle,2
VIO-001580,2025-03-05 21:53:39,"7.9708,-21.4211",No Signal,Van,5
VIO-001581,2025-03-05 21:00:27,"-57.0024,164.8473",No Signal,Truck,1
VIO-001582,2025-02-09 09:41:04,"83.0664,76.3173",Speeding,Motorcycle,3
VIO-001583,2025-09-04 17:30:50,"-76.7937,75.8159",Illegal Turn,Van,3
VIO-001584,2024-12-25 12:51:42,"-22.8236,-131.7010",Illegal Parking,Sedan,1
VIO-001585,2024-12-07 03:39:55,"66.0659,-102.6782",Speeding,Sedan,1
VIO-001586,2025-01-18 03:18:45,"-81.8702,75.8700",No Signal,Bus,5
VIO-001587,2025-05-17 09:55:22,"-3.1120,-44.0440",Speeding,Sedan,5
VIO-001588,2025-11-05 10:24:45,,Red Light,Truck,4
VIO-001589,2025-09-22 15:31:56,,No Signal,Bus,4
VIO-001590,2025-10-30 09:12:58,"22.6767,-14.5379",No Signal,Sedan,1
VIO-001591,2024-12-26 15:37:02,"37.2880,147.3778",Illegal Parking,Truck,5
VIO-001592,2025-01-08 02:24:31,,Red Light,Van,2
VIO-001593,2025-10-13 12:41:14,"-77.6106,58.4166",Illegal Turn,Van,4
VIO-001594,2025-08-27 09:01:30,"-61.2018,26.9988",Speeding,Sedan,
VIO-001595,08/17/25 02:51,"86.2086,48.5118",Illegal Parking,Sedan,4
VIO-001596,2024-12-13 19:54:32,"71.4316,175.3058",Speeding,Motorcycle,4
VIO-001597,2025-11-03 00:40:55,"-62.8159,-6.3555",illegal turn,Van,5
VIO-001598,2025-03-23 00:26:37,"4.5112,-114.1286",No Signal,Motorcycle,2
VIO-001599,2025-07-08 05:33:39,"-5.2260,-105.1672",Illegal Parking,Bus,2
VIO-001600,2025-08-30 14:21:28,"-24.6151,20.9873",Illegal Parking,Sedan,5
VIO-001601,2025-02-12 05:34:52,"45.1321,-138.3585",Illegal Parking,Sedan,1
VIO-001602,2025-06-27 13:55:57,"24.0770,-42.3113",Illegal Turn,Motorcycle,HIGH
VIO-001603,2025-02-15 10:15:05,"69.3225,35.2788",Speeding,Van,1
VIO-001604,2025-01-25 05:22:00,"-59.3276,-34.3483",Speeding,Van,
VIO-001605,12/09/24 19:44,"-12.6261,23.6755",Illegal Turn,Sedan,5
VIO-001606,2025-10-17 05:42:21,"-25.2600,-131.0607",Red Light,Truck,3
VIO-001607,2025-03-15 15:11:04,"-73.1408,-122.4593",Red Light,Sedan,HIGH
VIO-001608,09/22/25 14:07,"-19.0377,170.3332",Illegal Turn,Van,4
VIO-001609,2025-08-11 20:43:59,"73.0072,-155.9015",Illegal Turn,Van,4
VIO-001610,2025-02-07 04:32:15,"47.1099,-13.6381",Speeding,Van,HIGH
VIO-001611,2025-07-27 04:11:40,"15.3049,-163.1207",Illegal Parking,Sedan,4
VIO-001612,2025-08-02 09:36:55,"-15.7098,-120.1380",Illegal Parking,Motorcycle,3
VIO-001613,2024-11-24 06:31:15,"-47.2587,75.8172",Illegal Turn,Van,5
VIO-001614,N/A,"-14.3099,-118.0993",No Signal,Truck,1
VIO-001615,2025-02-27 09:36:44,"46.5970,-81.1596",Illegal Parking,Motorcycle,3
VIO-001616,2025-01-26 14:33:12,"-20.9173,11.6242",Speeding,Truck,LOW
VIO-001617,2025-07-01 12:16:52,,Red Light,Motorcycle,2
VIO-001618,2025-09-04 05:36:23,"-12.3949,-10.6843",No Signal,Bus,2
VIO-001619,2025-05-08 06:18:36,"63.0308,-10.2405",Illegal Parking,Van,1
VIO-001620,2025-05-07 17:56:03,"15.0032,85.1613",Illegal Parking,Motorcycle,5
VIO-001621,2025-05-14 12:05:46,"-37.9594,-162.7086",No Signal,Van,HIGH
VIO-001622,2026-Oct-30 11:00:00,"70.4646,-92.6897",Illegal Turn,Motorcycle,
VIO-001623,2025-01-12 06:48:45,,Illegal Turn,Sedan,4
VIO-001624,2025-09-14 07:32:29,"28.2688,-96.6634",Red Light,Bus,4
VIO-001625,2025-09-11 15:13:56,"46.4088,-25.3669",No Signal,Van,1
VIO-001626,2025-10-23 14:17:12,"-61.3044,145.4044",Red Light,Van,1
VIO-001627,2025-08-04 05:23:14,"-74.7816,173.1419",Speeding,Sedan,3
VIO-001628,2025-04-20 15:52:52,"46.8974,39.4894",Red Light,Bus,1
VIO-001629,2025-06-20 09:27:32,"-83.8760,-154.8628",Speeding,Sedan,
VIO-001630,2025_07_16 04:06:03,"85.5490,67.7878",Speeding,Truck,
VIO-001631,2025-04-19 21:36:24,"-70.8812,-178.9560",Red Light,Van,
VIO-001632,2025-03-24 17:22:40,"6.4546,126.6627",No Signal,Motorcycle,1
VIO-001633,2025-09-14 16:45:07,,No Signal,Sedan,
VIO-001634,2025-02-21 04:04:14,"63.6305,76.0829",No Signal,Van,4
VIO-001635,2024-11-19 09:39:32,"85.3327,-4.9296",Illegal Parking,Sedan,1
VIO-001636,2025-10-13 04:56:57,"-57.2871,-177.2602",No Signal,Motorcycle,1
VIO-001637,2024-12-24 20:07:06,"-20.6491,-46.0376",Red Light,Truck,5
VIO-001638,2025-07-02 23:16:49,"-47.1000,164.4822",Speeding,Motorcycle,3
VIO-001639,2025-08-27 01:57:23,"-13.0168,100.1063",No Signal,Truck,3
VIO-001640,2025-02-20 02:59:00,,Illegal Turn,Van,2
VIO-001641,2025-09-01 09:14:53,"7.4587,-174.6086",Illegal Turn,Motorcycle,4
VIO-001642,2025-05-25 05:02:45,"54.9212,167.0861",Illegal Turn,Truck,3
VIO-001643,2025-06-29 00:25:05,"18.5165,-89.4672",Illegal Parking,Truck,4
VIO-001644,2024-12-30 15:10:44,"46.5039,-94.1620",No Signal,Motorcycle,3
VIO-001645,2026-Oct-30 11:00:00,"33.9744,62.8145",Illegal Turn,Bus,HIGH
VIO-001646,2025-01-21 16:17:38,"73.8660,-31.3493",Speeding,Van,2
VIO-001647,2024-12-27 19:43:53,"-9.5046,82.1950",Illegal Turn,Truck,4
VIO-001648,2025-11-01 13:58:47,"-29.8882,-10.5468",Speeding,Truck,2
VIO-001649,2024-11-24 14:20:50,"-74.6314,-148.3392",No Signal,Van,1
VIO-001650,2025-02-08 03:05:56,"1.6499,-145.4069",No Signal,Motorcycle,1
VIO-001651,2025-03-22 02:51:09,"74.4877,155.8667",Illegal Turn,Truck,2
