Location,Total_Violations,Avg_Severity
"54.7601,-10.0419",1,3.0
"50.6703,-11.5282",1,5.0
"42.5347,-31.3395",1,1.0
"45.6321,-94.1304",1,5.0
"-56.5780,-25.5410",1,5.0
"-55.9999,-4.2927",1,3.0
"46.7558,104.1638",1,4.0
"-85.3813,-97.1818",1,2.0
"-86.4480,-112.1703",1,1.0
"-82.7165,-159.1538",1,1.0
"-69.3498,138.6786",1,4.0
"55.6153,-51.1819",1,2.0
"-34.2394,83.2784",1,3.0
"84.6307,161.7422",1,1.0
"-23.4963,-106.7752",1,2.0
"75.5091,-133.5658",1,3.0
"11.7756,-152.3122",1,3.0
"-89.7713,98.9304",1,1.0
"48.5313,-18.5394",1,1.0
"-58.4427,-47.6906",1,4.0
"26.2030,130.5591",1,4.0
"-49.3168,89.8205",1,4.0
"-9.7103,74.2057",1,4.0
"-11.2927,-55.0727",1,2.0
"-43.7813,-126.7342",1,1.0
"86.9558,-64.8460",1,5.0
"-44.0978,18.9938",1,3.0
"-67.3384,103.0264",1,3.0
"-82.4751,62.4108",1,3.0
"68.2225,50.6621",1,2.0
"-68.2770,80.0697",1,1.0
"-29.6724,-135.7774",1,3.0
"26.8100,-172.7637",1,1.0
"85.8763,-76.3005",1,1.0
"-12.8933,-134.1831",1,1.0
"5.9843,-147.6968",1,2.0
"-56.5107,120.2262",1,4.0
"50.5867,35.3949",1,2.0
"-80.9376,-177.7565",1,1.0
"4.5221,106.8900",1,1.0
"-66.1787,-173.3803",1,3.0
"43.3583,-76.5473",1,2.0
"68.1375,112.8809",1,4.0
"-82.2481,-59.8329",1,5.0
"-19.7055,-118.6209",1,5.0
"74.5703,-81.2624",1,4.0
"21.0964,106.7645",1,1.0
"-78.7692,167.7884",1,
"-15.9184,-99.3402",1,3.0
"1.9157,-0.1198",1,2.0
"62.4794,-106.3286",1,1.0
"-17.0889,146.7472",1,3.0
"10.9937,127.1671",1,3.0
"-47.0123,13.6191",1,5.0
"-64.0213,15.5325",1,3.0
"79.1286,-152.8502",1,3.0
"-32.1900,41.3933",1,2.0
"30.6279,-21.9734",1,1.0
"16.0824,-135.4120",1,1.0
"53.8357,-103.6012",1,1.0
"61.6248,-108.2426",1,3.0
"23.2231,-18.6604",1,1.0
"2.3243,113.5599",1,3.0
"54.6331,-94.1125",1,4.0
"83.4028,-137.2906",1,1.0
"46.2226,149.4027",1,
"62.2138,54.1835",1,1.0
"-44.3685,99.1249",1,2.0
"-66.0971,-135.6450",1,4.0
"65.5328,-33.9114",1,5.0
"-56.7212,84.1890",1,5.0
"53.9094,-89.1168",1,
"26.8200,-73.6690",1,3.0
"-82.0933,-118.6379",1,4.0
"58.8877,93.7752",1,2.0
"-66.3178,6.7387",1,4.0
"9.1782,111.7724",1,4.0
"-52.9386,-140.9438",1,4.0
"-28.9665,46.5919",1,
"21.6034,97.5948",1,5.0
"-6.1432,112.7612",1,1.0
"55.1700,81.7125",1,1.0
"-19.8846,-87.9686",1,5.0
"13.5904,20.4051",1,2.0
"-12.7442,1.4101",1,4.0
"74.7581,-160.0538",1,2.0
"53.2159,-4.8004",1,1.0
"17.8212,-80.6716",1,2.0
"-20.9813,-125.0529",1,2.0
"54.6158,91.3605",1,1.0
"58.7446,68.8602",1,5.0
"-42.2024,-41.7545",1,5.0
"39.7857,150.4619",1,5.0
"57.5988,41.4017",1,4.0
"-80.4077,-91.1465",1,4.0
"-11.2043,-116.5578",1,1.0
"-59.2070,-96.9359",1,5.0
"79.7963,-10.1145",1,1.0
"2.1301,112.6722",1,3.0
"-43.2499,159.7860",1,
"4.5743,21.8627",1,2.0
"72.3145,142.9342",1,4.0
"-23.8105,-31.2016",1,1.0
"61.5573,48.4425",1,1.0
"-78.1258,110.0262",1,4.0
"-48.8112,29.8338",1,2.0
"-81.9749,-34.4589",1,1.0
"55.7542,-173.2123",1,5.0
"-85.5032,53.5761",1,3.0
"10.9419,-41.5111",1,2.0
"-47.0641,-59.1215",1,2.0
"32.4144,-91.1204",1,3.0
"-34.6053,122.3819",1,5.0
"60.7446,-88.4494",1,4.0
"-73.5642,-85.0659",1,1.0
"-66.2279,-126.7238",1,5.0
"50.7900,-56.9016",1,
"16.7621,-32.3066",1,4.0
"-68.7487,44.1059",1,5.0
"-37.9669,21.3269",1,5.0
"65.2266,-169.0980",1,2.0
"24.3008,-2.3219",1,5.0
"-33.0520,148.8446",1,5.0
"-45.9861,-164.0391",1,5.0
"-61.7258,-58.0736",1,5.0
"-19.1988,169.9871",1,1.0
"-23.4670,26.2841",1,1.0
"74.4716,147.2498",1,5.0
"-5.8823,-120.5625",1,
"28.4267,160.5361",1,2.0
"-86.1210,-24.6266",1,4.0
"61.1328,53.9838",1,1.0
"46.2614,-53.3890",1,5.0
"-3.5635,27.7616",1,2.0
"-47.4399,-173.6030",1,4.0
"-74.7275,21.9148",1,5.0
"-8.7392,-17.1165",1,3.0
"42.1510,92.0754",1,5.0
"-54.8357,-0.0987",1,4.0
"-80.3662,-144.4514",1,5.0
"75.9241,-12.1714",1,
"-10.1822,-98.3011",1,2.0
"1.3583,109.9345",1,2.0
"-18.3009,-22.7332",1,4.0
"24.3805,-160.8550",1,2.0
"-76.0059,175.1408",1,5.0
"-5.7101,20.4927",1,
"42.7671,171.0626",1,4.0
"84.2610,-152.8523",1,1.0
"61.3240,70.6432",1,3.0
"9.1716,-122.2131",1,2.0
"81.4324,24.5145",1,2.0
"30.3085,54.2042",1,1.0
"-23.6018,-15.4303",1,
"-54.3270,58.1453",1,3.0
"8.1867,158.0679",1,2.0
"-43.7319,-110.3745",1,3.0
"69.9414,-132.9698",1,2.0
"77.9517,92.3005",1,5.0
"-19.6501,-20.4709",1,5.0
"-59.3744,-35.6869",1,1.0
"-46.5336,95.0816",1,3.0
"-57.9936,-3.0912",1,5.0
"77.7606,-153.4796",1,5.0
"-50.9310,143.1192",1,1.0
"89.1577,-46.0309",1,2.0
"13.4258,74.0749",1,2.0
"-29.2415,138.9232",1,2.0
"48.2433,119.2073",1,5.0
"47.6777,-20.3809",1,4.0
"-83.4441,132.8344",1,2.0
"79.7923,119.1136",1,5.0
"54.2017,80.4659",1,4.0
"79.2776,-34.2282",1,5.0
"-62.2023,-95.6492",1,5.0
"-37.9114,-97.5081",1,1.0
"-34.7171,25.9546",1,3.0
"-87.1132,-143.7211",1,2.0
"-79.7652,-58.1673",1,3.0
"55.8491,178.9742",1,1.0
"-23.6610,-150.0840",1,1.0
"-25.6198,-56.7761",1,2.0
"6.4509,-178.6338",1,1.0
"-17.4613,46.6490",1,3.0
"-77.6656,-54.5229",1,1.0
"-30.7228,141.6467",1,
"-3.4984,36.2739",1,3.0
"87.8621,0.3401",1,1.0
"70.1812,-89.6334",1,2.0
"-38.3996,166.3046",1,3.0
"-35.7074,-28.4506",1,4.0
"82.8452,-122.3178",1,4.0
"-47.1023,-16.2905",1,1.0
"83.2511,-9.4085",1,3.0
"30.5620,-81.2993",1,
"-40.9163,176.2098",1,1.0
"-5.6148,107.6898",1,2.0
"14.0125,170.9626",1,1.0
"61.8160,-145.4524",1,2.0
"-41.2148,79.5816",1,4.0
"-86.8846,116.7260",1,1.0
"-25.0684,146.8805",1,4.0
"87.3983,-46.2273",1,3.0
"-51.2891,2.5536",1,3.0
"-43.4348,-126.3273",1,4.0
"-74.6853,-46.5817",1,
"-4.7093,0.5945",1,1.0
"60.0074,-115.6182",1,2.0
"72.2047,-149.8108",1,4.0
"-76.5109,89.8569",1,2.0
"81.7682,161.3084",1,5.0
"-83.5918,131.2607",1,3.0
"-34.2591,-72.4872",1,4.0
"5.2607,147.6209",1,4.0
"38.0375,100.3947",1,
"45.5000,-118.6854",1,2.0
"17.6533,158.1518",1,5.0
"24.9343,-114.0136",1,1.0
"82.9204,64.6846",1,
"41.0157,46.6856",1,4.0
"79.5804,136.7333",1,4.0
"27.7631,80.2413",1,3.0
"-25.7820,-92.7314",1,2.0
"21.1577,-103.1371",1,3.0
"-49.1895,53.2299",1,3.0
"-79.8664,15.9470",1,3.0
"-12.1065,172.2110",1,
"86.2441,-133.1364",1,3.0
"38.6712,17.5887",1,5.0
"-25.9708,-177.2828",1,2.0
"87.3005,-14.8183",1,1.0
"-74.9394,-52.6751",1,
"87.1449,30.0974",1,1.0
"24.2759,-135.1755",1,1.0
"82.1132,-11.7225",1,1.0
"-34.8500,-37.6146",1,5.0
"6.0381,112.8210",1,3.0
"-59.2582,76.4325",1,2.0
"49.1744,-64.8513",1,3.0
"-40.9774,-144.2414",1,5.0
"-2.7948,-110.9605",1,4.0
"81.7340,-17.5650",1,4.0
"17.2795,-40.8885",1,3.0
"-22.4197,104.3740",1,5.0
"-62.9543,-61.2524",1,2.0
"-83.7558,43.5904",1,3.0
"-63.2975,-170.1588",1,2.0
"49.9510,-91.5716",1,2.0
"8.7637,2.7659",1,
"85.6713,117.0230",1,1.0
"77.8345,-164.8017",1,4.0
"20.8961,-70.8679",1,1.0
"-67.0965,12.5543",1,1.0
"10.0114,111.0028",1,2.0
"-40.0275,-132.4249",1,
"-71.5120,-175.9244",1,2.0
"17.3878,18.4577",1,2.0
"-67.0832,40.2810",1,5.0
"30.0003,-159.8527",1,5.0
"-45.8585,127.6477",1,
"70.0313,118.7861",1,1.0
"-65.9397,102.7342",1,3.0
"15.4210,63.1052",1,
"59.9222,74.8734",1,5.0
"66.0191,-78.4085",1,1.0
"-15.7516,-13.3421",1,1.0
"-0.9060,58.4811",1,2.0
"-88.9533,-0.1148",1,5.0
"-43.1584,-90.3319",1,3.0
"-24.7396,-169.3842",1,2.0
"-15.3497,161.3416",1,3.0
"16.7053,-126.3286",1,5.0
"41.0891,-60.0736",1,2.0
"-76.4611,61.7255",1,1.0
"-22.9607,-26.5934",1,3.0
"50.6034,-159.2617",1,
"-7.2353,79.6910",1,2.0
"-58.5200,-0.4595",1,5.0
"86.7803,87.7012",1,5.0
"13.9906,78.0950",1,1.0
"38.7395,72.9078",1,
"-26.5640,42.7215",1,2.0
"59.8572,-72.6393",1,1.0
"78.4065,-70.2940",1,5.0
"6.7684,-136.9672",1,3.0
"-15.9367,-43.2957",1,4.0
"88.2798,-41.0092",1,5.0
"-47.6664,69.5870",1,5.0
"88.6942,-21.5220",1,3.0
"41.0693,-47.5084",1,3.0
"18.9848,-42.9480",1,2.0
"55.3025,143.6551",1,3.0
"-63.9996,-80.3990",1,1.0
"-59.6993,60.4667",1,1.0
"41.6219,159.5025",1,2.0
"36.5975,33.1090",1,5.0
"-23.6414,104.1477",1,4.0
"-43.4375,110.9095",1,1.0
"-39.9134,45.8717",1,4.0
"-51.7487,138.0760",1,3.0
"49.2154,173.3473",1,3.0
"83.8562,62.9083",1,5.0
"-84.6455,6.4682",1,1.0
"56.2031,164.4497",1,1.0
"52.9958,129.7942",1,1.0
"23.0478,105.6624",1,3.0
"-63.0280,112.8396",1,1.0
"-88.6813,170.7898",1,3.0
"26.1542,-151.0719",1,4.0
"52.3404,35.7844",1,5.0
"65.1525,71.6313",1,5.0
"81.4571,53.3992",1,1.0
"-15.2920,171.9853",1,
"84.8365,114.5199",1,5.0
"11.1343,-22.4288",1,3.0
"-24.5106,-123.4813",1,2.0
"15.4148,-34.8282",1,3.0
"16.7881,-64.3496",1,2.0
"70.0244,-113.5808",1,2.0
"22.3294,63.9947",1,5.0
"87.5064,137.4949",1,1.0
"36.8119,-84.4430",1,
"-33.9061,-154.0536",1,1.0
"62.2450,61.1435",1,4.0
"29.7396,-150.0416",1,5.0
"43.1487,-71.2625",1,5.0
"-1.1826,-170.4614",1,2.0
"67.2603,-113.7429",1,5.0
"13.5995,114.5998",1,5.0
"19.4801,83.5211",1,3.0
"19.9570,73.9438",1,3.0
"59.4124,-73.1158",1,2.0
"-21.0505,79.3924",1,4.0
"-41.6272,-49.0843",1,4.0
"54.9395,-132.8922",1,
"60.7849,-6.1987",1,4.0
"24.7897,-89.0243",1,2.0
"-41.8574,131.6628",1,5.0
"56.0091,-74.5976",1,5.0
"-58.3928,-149.1964",1,3.0
"-12.3096,146.9978",1,3.0
"-7.7800,-44.4325",1,4.0
"38.3088,-11.3220",1,1.0
"-17.8359,-50.0040",1,5.0
"-17.0949,-64.3062",1,2.0
"69.0610,113.9400",1,5.0
"-19.1599,-7.8478",1,
"-43.5662,141.0535",1,4.0
"60.2241,45.1026",1,4.0
"-19.0634,-148.5224",1,5.0
"77.6497,-135.4362",1,1.0
"-57.3762,-140.6977",1,4.0
"70.7266,52.0844",1,5.0
"49.1566,-145.3940",1,4.0
"-12.7775,-5.0035",1,5.0
"-41.0142,-154.3674",1,1.0
"-67.6321,-161.9018",1,5.0
"-34.1296,-55.0862",1,3.0
"-88.4252,45.6053",1,4.0
"84.9459,162.6432",1,1.0
"32.5758,1.8247",1,3.0
"43.5884,60.5581",1,1.0
"-42.0470,114.8258",1,
"60.1894,-25.4378",1,2.0
"8.0253,103.7505",1,3.0
"-49.2557,117.5049",1,1.0
"22.6857,-95.9927",1,2.0
"-62.4341,136.1528",1,3.0
"39.8462,-7.7865",1,2.0
"-73.5351,106.5140",1,4.0
"-23.8060,8.5183",1,1.0
"75.3711,-18.0204",1,3.0
"4.9638,49.4426",1,5.0
"-41.7203,-85.6430",1,1.0
"30.4175,-115.3501",1,3.0
"66.4969,-44.5512",1,
"83.7619,-142.9481",1,4.0
"-56.9431,-71.6978",1,1.0
"86.0865,-103.9214",1,4.0
"-72.8342,16.0755",1,2.0
"-27.8257,-72.9121",1,4.0
"56.2637,-64.0456",1,4.0
"53.6215,-86.5884",1,3.0
"-69.5283,-179.1614",1,2.0
"-66.5795,33.3218",1,1.0
"-87.9821,-22.1450",1,4.0
"-32.6481,-5.6424",1,2.0
"-15.2392,-27.2777",1,1.0
"-89.4411,-34.8235",1,1.0
"-84.2241,-166.9430",1,2.0
"-31.1016,-98.0662",1,2.0
"10.6247,-5.2163",1,5.0
"68.3242,127.4225",1,3.0
"27.4779,-101.9134",1,
"43.8857,-168.5786",1,2.0
"40.1313,25.8002",1,3.0
"-54.8084,158.7558",1,4.0
"33.1893,-61.1855",1,2.0
"-74.3751,142.9096",1,3.0
"-33.9557,111.2530",1,5.0
"-8.5996,129.5038",1,1.0
"-60.3831,111.9902",1,3.0
"-40.3640,175.8488",1,1.0
"17.1002,-169.2906",1,5.0
"-84.4896,140.0049",1,3.0
"16.8155,32.5238",1,2.0
"-14.6906,109.0709",1,5.0
"41.5204,-172.2503",1,1.0
"-0.1485,-130.3930",1,4.0
"-85.2092,68.2974",1,2.0
"-25.3631,116.3683",1,2.0
"-48.4850,134.3115",1,3.0
"-55.9439,148.3218",1,1.0
"85.5509,-50.1870",1,4.0
"49.7611,173.8415",1,2.0
"-81.2820,33.3047",1,2.0
"-89.2640,-153.6319",1,2.0
"-27.9315,104.3657",1,2.0
"-55.9036,28.5312",1,3.0
"60.9886,173.4167",1,2.0
"38.4813,-160.4541",1,3.0
"88.4834,142.0936",1,5.0
"-56.9410,142.7220",1,4.0
"-63.1790,9.5192",1,4.0
"-20.4757,-122.7767",1,2.0
"64.7715,-167.6712",1,4.0
"25.6839,9.7762",1,1.0
"-59.8544,-29.0918",1,4.0
"-17.3858,-107.5860",1,4.0
"-49.9352,-38.3298",1,2.0
"13.4001,-167.7156",1,
"64.7815,2.0563",1,5.0
"-29.3558,99.6343",1,3.0
"-69.9612,-12.1615",1,5.0
"-34.8789,-171.6235",1,4.0
"-34.6767,42.7808",1,3.0
"-26.0915,145.2077",1,2.0
"-5.5551,-73.9466",1,1.0
"26.9923,115.0354",1,5.0
"48.6688,-77.3872",1,1.0
"33.8074,122.7632",1,5.0
"-71.0842,168.4086",1,2.0
"16.6507,-57.2361",1,4.0
"-36.0241,51.7599",1,1.0
"-50.6673,53.4358",1,
"-3.6228,-123.3278",1,3.0
"20.3975,-89.2889",1,
"-41.2312,93.4218",1,3.0
"-20.0249,-159.1389",1,5.0
"-84.6025,-29.5578",1,3.0
"69.8941,98.0130",1,3.0
"-11.1344,16.7665",1,4.0
"39.7228,-4.7613",1,1.0
"-27.6246,-104.0664",1,5.0
"35.6166,-67.2470",1,2.0
"-29.0212,178.8093",1,5.0
"48.3228,34.8969",1,5.0
"39.2890,106.0963",1,4.0
"39.0361,68.7679",1,5.0
"-50.1949,104.6560",1,4.0
"42.8612,-4.3799",1,1.0
"-50.6266,-121.7485",1,1.0
"88.3043,-104.7413",1,2.0
"44.4070,-32.7057",1,5.0
"8.2907,85.2181",1,5.0
"-74.0195,-148.6006",1,4.0
"78.1357,27.1114",1,3.0
"-59.6587,107.3813",1,1.0
"-71.9439,27.7138",1,2.0
"-36.7814,-165.6621",1,2.0
"38.1925,75.8469",1,2.0
"-47.5227,-21.8965",1,3.0
"-86.8797,177.1545",1,1.0
"89.8550,-121.7465",1,5.0
"-82.7996,150.9863",1,5.0
"-70.4934,-148.1579",1,1.0
"-11.1216,-130.5318",1,5.0
"-76.1314,-175.3441",1,5.0
"47.4474,173.7194",1,3.0
"2.8526,-89.3787",1,1.0
"71.0177,93.2119",1,4.0
"-52.9330,-42.0780",1,1.0
"-59.0411,176.9729",1,3.0
"-11.4581,-0.7090",1,3.0
"-26.4286,61.1489",1,1.0
"-29.2912,-13.5303",1,5.0
"26.6591,75.5362",1,1.0
"8.3604,-150.2579",1,3.0
"-45.7273,-137.6881",1,3.0
"0.4698,153.8326",1,4.0
"-68.2033,17.3424",1,3.0
"10.2482,-160.4985",1,5.0
"16.2362,56.9325",1,2.0
"75.7527,125.8504",1,3.0
"-41.6335,53.4965",1,2.0
"68.0668,96.9082",1,1.0
"-18.8867,-153.8968",1,3.0
"5.3757,-165.9393",1,2.0
"-50.6291,-119.1300",1,3.0
"86.9477,140.6077",1,
"80.2901,80.8669",1,3.0
"-31.6618,-149.3696",1,5.0
"-7.5426,138.6170",1,4.0
"41.9022,159.3677",1,5.0
"-89.4437,39.0038",1,3.0
"86.3403,-33.2179",1,1.0
"79.1357,56.5079",1,5.0
"-61.9032,-37.7531",1,4.0
"-14.4622,111.7732",1,5.0
"30.7317,-72.8301",1,4.0
"-52.1174,-41.5006",1,3.0
"30.3066,-160.2348",1,5.0
"26.0403,56.6444",1,1.0
"-84.0294,108.8422",1,3.0
"68.0384,-97.0210",1,3.0
"9.2059,-40.1879",1,5.0
"31.2675,-176.9702",1,
"-40.2519,161.5007",1,2.0
"-16.4524,90.3103",1,4.0
"89.1303,115.0311",1,3.0
"-13.7605,16.9025",1,1.0
"86.9639,113.0614",1,5.0
"-35.7538,-107.9250",1,3.0
"-28.2274,-98.2890",1,2.0
"-18.0446,-85.4355",1,1.0
"34.0687,155.9894",1,5.0
"-63.1060,-145.4128",1,3.0
"40.6561,-87.6652",1,4.0
"-13.6380,-54.1275",1,1.0
"-53.2635,-88.0807",1,4.0
"79.2517,98.8301",1,3.0
"0.6447,63.3875",1,5.0
"84.3485,-48.1395",1,4.0
"-0.8911,-49.6840",1,1.0
"36.8847,-71.0718",1,5.0
"-58.9879,141.1520",1,4.0
"82.8199,-55.2428",1,5.0
"15.0071,-155.4571",1,2.0
"49.9944,128.4564",1,5.0
"-14.7480,152.2755",1,1.0
"-12.5430,-53.0067",1,
"19.4876,171.0809",1,4.0
"-32.1480,-46.7605",1,1.0
"3.1603,158.7031",1,4.0
"26.4863,-171.0396",1,2.0
"62.8898,126.9481",1,4.0
"57.0151,72.4956",1,5.0
"54.7497,84.5729",1,
"75.4170,-171.5504",1,3.0
"-8.4812,-31.7987",1,5.0
"72.9504,-2.5621",1,3.0
"-69.4483,-151.7738",1,4.0
"87.4466,-62.6943",1,4.0
"14.9862,-148.9107",1,4.0
"-54.0944,110.3875",1,3.0
"-85.0844,-7.2654",1,1.0
"-82.0509,59.4276",1,1.0
"-49.1320,161.2359",1,1.0
"27.4158,12.1624",1,3.0
"30.3416,-1.2535",1,4.0
"64.3115,75.4274",1,1.0
"5.4380,64.0090",1,2.0
"-40.2369,-73.2188",1,3.0
"55.4397,-71.9311",1,3.0
"46.9991,61.8935",1,2.0
"41.2904,120.4816",1,5.0
"-60.3439,153.8005",1,
"-55.5049,100.2058",1,4.0
"62.1294,31.0173",1,1.0
"37.7295,48.5573",1,3.0
"-70.8587,-153.1838",1,4.0
"-88.3166,68.7639",1,2.0
"83.2460,121.1036",1,4.0
"-27.5334,-82.0319",1,2.0
"-11.8475,128.3050",1,4.0
"23.3227,-160.1507",1,5.0
"-32.4844,106.0528",1,1.0
"-50.5919,-129.2907",1,1.0
"64.9162,-45.9531",1,5.0
"2.9507,-172.2664",1,2.0
"46.4097,148.9464",1,4.0
"-74.7757,177.8255",1,3.0
"-49.2356,104.6386",1,4.0
"15.7203,-156.1524",1,5.0
"-22.7627,99.3794",1,
"88.0001,48.7505",1,5.0
"73.3788,124.2806",1,4.0
"-52.0112,89.8535",1,3.0
"-3.2111,112.3062",1,3.0
"-63.4637,-76.7365",1,5.0
"-43.8627,-82.4401",1,1.0
"-61.6960,15.9357",1,2.0
"-56.7978,-151.7539",1,4.0
"20.5240,171.3068",1,3.0
"-78.4536,110.4415",1,1.0
"21.2051,131.9871",1,4.0
"-27.9242,110.4067",1,2.0
"-24.0598,-98.2196",1,5.0
"71.4964,-95.2777",1,1.0
"-19.6779,-159.2969",1,1.0
"-47.9023,79.5773",1,4.0
"-14.0462,-116.1520",1,2.0
"78.7402,-78.2101",1,1.0
"77.1630,-135.3044",1,1.0
"-31.4709,-70.2294",1,
"41.2776,84.5888",1,3.0
"54.7998,34.4154",1,2.0
"-52.8046,165.0086",1,1.0
"26.8976,-155.4005",1,4.0
"-15.3853,-53.7877",1,3.0
"85.5169,-100.4008",1,5.0
"-51.2959,-156.1877",1,5.0
"-54.3796,-47.6625",1,5.0
"1.0836,118.5509",1,1.0
"63.5693,-76.1349",1,1.0
"-66.0239,-151.8647",1,
"-8.6224,-35.0498",1,1.0
"76.5465,-106.9626",1,1.0
"70.3482,165.1427",1,5.0
"12.4693,-151.4961",1,2.0
"-10.5335,23.8316",1,2.0
"-5.5536,143.6923",1,2.0
"-2.4831,-27.5067",1,1.0
"-51.3949,-105.4270",1,1.0
"-89.9435,-104.0048",1,4.0
"-67.7453,161.5742",1,5.0
"-12.4034,-39.3497",1,4.0
"-31.3954,-59.7773",1,
"57.8605,-168.4343",1,1.0
"61.5784,-59.4317",1,5.0
"-8.2978,153.8712",1,4.0
"-79.2732,-36.0587",1,3.0
"-36.4333,157.7111",1,3.0
"35.1942,-145.8267",1,3.0
"21.9807,-43.4709",1,1.0
"60.7912,-144.5450",1,3.0
"22.8414,-1.3968",1,3.0
"-88.2582,-115.8400",1,3.0
"-26.7717,-106.7826",1,3.0
"-31.5331,-118.4512",1,4.0
"-71.5502,-95.7275",1,3.0
"-49.7811,-122.5711",1,1.0
"-64.3864,-87.7189",1,2.0
"-42.9962,-36.1725",1,4.0
"63.6923,-58.9654",1,1.0
"-54.0364,-79.9562",1,5.0
"-56.3373,79.3291",1,
"1.3857,-15.8754",1,3.0
"24.5883,-141.5078",1,4.0
"49.0467,95.6799",1,4.0
"-69.0185,92.3721",1,2.0
"65.8239,11.1388",1,1.0
"-72.4327,-166.7025",1,2.0
"77.4856,166.5077",1,5.0
"57.2236,159.0201",1,1.0
"-78.3335,42.7435",1,3.0
"-26.5825,49.5240",1,
"-41.6284,-78.4956",1,3.0
"73.6588,110.9608",1,2.0
"-24.9735,51.8633",1,5.0
"-19.1467,97.6886",1,2.0
"45.1505,9.6601",1,3.0
"44.8382,67.4133",1,1.0
"89.9838,94.8926",1,1.0
"26.4590,-97.1910",1,3.0
"48.2240,92.5552",1,3.0
"-78.4676,-17.0713",1,3.0
"-76.7223,151.4661",1,1.0
"-30.5520,57.9924",1,1.0
"77.4335,-69.6323",1,4.0
"30.5432,-86.4432",1,3.0
"-51.4174,-177.7393",1,5.0
"61.7390,157.3179",1,2.0
"72.7362,-157.9206",1,4.0
"60.6725,130.8828",1,1.0
"24.4659,132.1930",1,2.0
"-79.4427,101.8511",1,2.0
"82.9356,-172.5777",1,1.0
"81.2298,-72.4283",1,5.0
"-44.0711,-1.9794",1,1.0
"10.5572,35.6519",1,4.0
"1.4061,115.5752",1,
"-83.0667,143.0937",1,
"-53.1331,-136.4996",1,1.0
"-45.0291,73.4526",1,3.0
"-82.0245,-1.0417",1,3.0
"76.9054,-148.0317",1,3.0
"3.6846,-13.4855",1,2.0
"-52.0789,-110.2873",1,2.0
"-56.5375,77.2830",1,2.0
"78.2139,38.6267",1,1.0
"-46.7669,65.9461",1,1.0
"13.0080,-86.1340",1,1.0
"8.2977,151.7608",1,3.0
"80.5568,62.4771",1,3.0
"-4.1749,50.0436",1,4.0
"-37.3295,32.2072",1,2.0
"-0.3737,-120.5889",1,
"50.4347,138.4552",1,2.0
"76.7082,-59.8016",1,5.0
"-21.3471,-176.8622",1,
"15.6150,58.8297",1,
"-30.6700,-156.7767",1,2.0
"66.4246,-4.8288",1,5.0
"-28.8354,-138.5524",1,2.0
"66.3060,-173.4238",1,2.0
"35.4249,-112.4060",1,1.0
"1.2534,-68.1479",1,5.0
"33.0104,-107.1099",1,5.0
"33.8841,4.2583",1,4.0
"-63.9147,-137.3469",1,1.0
"89.8433,102.3623",1,
"20.8046,136.0986",1,2.0
"-71.0851,-138.2618",1,5.0
"-4.7872,152.4798",1,1.0
"1.1814,-36.4968",1,5.0
"11.5807,52.0571",1,5.0
"88.2600,74.0737",1,4.0
"46.7247,-87.7705",1,4.0
"50.9659,-107.4753",1,3.0
"-34.9483,-73.6162",1,
"-11.4966,10.3139",1,1.0
"-25.7437,54.0377",1,2.0
"-61.7651,112.0468",1,1.0
"57.5374,158.8172",1,2.0
"-14.8010,-179.4682",1,4.0
"34.6843,122.7464",1,4.0
"-76.9550,-115.0623",1,2.0
"68.9180,-0.6422",1,4.0
"-64.4118,-44.5456",1,4.0
"-39.8367,48.5701",1,1.0
"-67.0102,66.6889",1,5.0
"-22.3385,53.2903",1,5.0
"85.0865,49.2074",1,1.0
"49.3053,-125.8477",1,4.0
"-3.8629,-144.7623",1,4.0
"1.3370,22.1390",1,2.0
"30.6216,56.0939",1,1.0
"-69.7467,135.9050",1,4.0
"43.4406,22.9628",1,2.0
"-9.8362,-72.0003",1,5.0
"-82.6955,-169.4887",1,5.0
"-51.3336,117.5729",1,3.0
"16.9448,-76.1708",1,3.0
"-16.9740,-2.4907",1,4.0
"-28.3799,-111.6676",1,3.0
"20.1143,-50.0785",1,1.0
"88.9612,159.9209",1,3.0
"16.8408,-0.8156",1,5.0
"68.9487,100.4367",1,3.0
"-59.8314,162.8745",1,2.0
"31.7247,-37.4959",1,4.0
"72.2386,-129.8012",1,3.0
"8.6022,-7.5596",1,3.0
"13.1612,-7.3512",1,3.0
"-58.7719,94.2078",1,3.0
"17.8128,-52.1365",1,3.0
"-42.0764,63.0333",1,1.0
"-15.5908,-78.3969",1,3.0
"4.4244,-169.8233",1,3.0
"-40.9158,127.2800",1,3.0
"-2.6183,53.7060",1,4.0
"11.2955,175.2192",1,4.0
"78.3100,-122.2673",1,5.0
"-43.3089,67.3990",1,3.0
"-7.0376,35.8360",1,2.0
"85.3044,142.6854",1,5.0
"-54.6013,87.4024",1,5.0
"-84.2644,-31.6615",1,1.0
"18.7807,30.7429",1,1.0
"41.7331,-38.4721",1,5.0
"50.1211,131.8297",1,4.0
"-16.7075,131.7425",1,4.0
"-41.0626,30.3358",1,5.0
"-30.4930,-26.2329",1,5.0
"67.1874,-97.0474",1,2.0
"-73.7492,-51.9712",1,1.0
"34.7580,69.0170",1,1.0
"37.3974,-140.8393",1,3.0
"-35.7243,130.2792",1,4.0
"-32.3390,-156.1808",1,5.0
"-13.4118,57.9169",1,1.0
"-42.9144,-146.0616",1,1.0
"-38.8363,-173.0787",1,
